Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10000035,1,0.0,127,1.0,3.0,1683.0,19.0,26.0,17.0,475.0,0.0,9.0,0.0,3.0,05db9164,8947f767,11c9d79e,52a787c8,4cf72387,fbad5c96,18671b18,0b153874,a73ee510,ceb10289,77212bd7,79507c6b,7203f04e,07d13a8f,2c14c412,49013ffe,8efede7f,bd17c3da,f6a3e43b,a458ea53,35cd95c9,ad3062eb,c7dc6720,3fdb382b,010f6491,49d68486
10001419,0,,132,1.0,34.0,18884.0,,0.0,2.0,417.0,,0.0,,35.0,05db9164,38a947a1,4470baf4,8c8a4c47,f281d2a7,fe6b92e5,bb67d5a4,51d76abe,a73ee510,c468d81f,d83caed6,bb669e25,d5aaf8c3,b28479f6,59621a99,2b2ce127,1e88c74f,b133fcd4,,,2b796e4a,,32c7478e,8d365d3b,,
10000422,0,,0,2.0,,29335.0,37.0,8.0,0.0,11.0,,1.0,0.0,,05db9164,e5fb1af3,d57d404f,60db469b,25c83c98,7e0ccccf,6a2e21be,1f89b562,a73ee510,3b08e48b,17d8db0e,30111d93,7ca53f33,07d13a8f,b5de5956,1ce2c3ab,d4bb7bd8,13145934,8491d222,b1252a9d,af460a0d,,32c7478e,c954b96f,e8b83407,f46b117c
10001612,0,0.0,1,6.0,1.0,24.0,,0.0,1.0,1.0,0.0,0.0,,1.0,05db9164,58e67aaf,d6bcaffa,eb0337c8,4cf72387,7e0ccccf,e3b8f237,1f89b562,a73ee510,aed3d80e,1aa6cf31,eb51bb75,3b03d76e,051219e6,d83fb924,d2d47dbe,e5ba7672,c21c3e4c,276c2365,a458ea53,787ac0de,,32c7478e,d2711e90,9b3e8820,408c563f
10001137,0,2.0,49,1.0,4.0,311.0,13.0,2.0,10.0,12.0,1.0,1.0,,4.0,5a9ed9b0,08d6d899,9143c832,f56b7dd5,25c83c98,7e0ccccf,bf279e29,5b392875,a73ee510,4e3f384f,7970068e,ae1bb660,07f4cb4c,b28479f6,bfef54b3,bad5ee18,07c540c4,87c6f83c,,,0429f84b,,32c7478e,c0d61a5c,,
10001817,0,0.0,270,4.0,0.0,4946.0,238.0,11.0,8.0,240.0,0.0,4.0,0.0,5.0,be589b51,68b3edbf,b00d1501,d16679b9,25c83c98,7e0ccccf,60f43665,062b5529,a73ee510,e3432089,b91c2548,e0d76380,a03da696,b28479f6,f511c49f,1203a270,3486227d,752d8b8a,,,73d06dde,,bcdee96c,aee52b6f,,
10001730,0,,2,3.0,3.0,265024.0,,0.0,3.0,18.0,,0.0,,3.0,05db9164,38a947a1,b04049e6,9a2cc464,25c83c98,7e0ccccf,8324bae5,0b153874,7cc72ec2,50f52989,ad0ca57b,a00ac19c,c69937ef,07d13a8f,04e01f88,567da311,d4bb7bd8,5d203384,,,77b0dfbd,c9d4222a,c7dc6720,f9e0702f,,
10000358,0,,122,75.0,5.0,20224.0,,,30.0,,,,,28.0,05db9164,0acbc0bb,29bfb2cc,928f610c,25c83c98,7e0ccccf,5fbd9170,0b153874,a73ee510,474773a7,2bcfb78f,f68514e9,e6fc496d,b28479f6,aa5bc3c9,6194470b,e5ba7672,140bbba0,,,a2d1f99e,c9d4222a,32c7478e,c9beb5ca,,
10001239,0,0.0,0,30.0,8.0,7201.0,,0.0,8.0,2.0,0.0,0.0,,8.0,68fd1e64,95e2d337,1d45f474,35b598a9,4cf72387,3bf701e7,1662de8f,64523cfa,a73ee510,e8c6d5af,dd244141,f93f345a,468f0632,b28479f6,17a3bcd8,0f33b689,d4bb7bd8,7b06fafe,276c2365,a458ea53,660fd32b,ad3062eb,be7c41b4,73496e83,e8b83407,f3fccfbe
10001430,0,,42,6.0,1.0,15017.0,54.0,4.0,1.0,98.0,,3.0,,1.0,5a9ed9b0,85ba09f0,2175d2c8,97c0cf28,25c83c98,fe6b92e5,9b98e9fc,5b392875,a73ee510,3b08e48b,7f8ffe57,dc22aa86,46f42a63,b28479f6,b19c72b5,2ba96af6,1e88c74f,0fc6cea4,,,42b9b660,,32c7478e,00a75ce1,,
10001279,0,,86,8.0,,1248.0,,0.0,0.0,0.0,,0.0,,,05db9164,8947f767,56c2d9d8,428cff52,25c83c98,7e0ccccf,925f31a7,1f89b562,a73ee510,3b08e48b,a4d2f869,7092f5c1,6b7b3066,07d13a8f,2c14c412,15da0096,776ce399,bd17c3da,21ddcdc9,b1252a9d,a9ff294b,,c7dc6720,0b351a52,e8b83407,b1c17344
10001996,0,,2,3.0,,4403.0,120.0,2.0,9.0,158.0,,2.0,,,68fd1e64,31520db9,ed23b64d,726af275,25c83c98,,ea6998f9,062b5529,a73ee510,3b08e48b,6dc69f41,a93a2643,fca56425,07d13a8f,c80d508c,559e0253,07c540c4,30d1165e,21ddcdc9,5840adea,9ad47d25,,32c7478e,abda10be,010f6491,14886693
10000524,0,1.0,5,90.0,21.0,283.0,32.0,1.0,33.0,32.0,1.0,1.0,,21.0,5a9ed9b0,1cfdf714,5ed62c6f,aa22b40a,25c83c98,,7195046d,0b153874,a73ee510,4d0f5c58,4d8549da,dfc997bf,51b97b8f,051219e6,af56328b,67ea2080,d4bb7bd8,e88ffc9d,5af15ee4,b1252a9d,0d9e275d,,3a171ecb,2e9ea9e3,cb079c2d,3bd3ec02
10001674,1,,0,3.0,7.0,3157.0,,0.0,9.0,77.0,,0.0,,7.0,5a9ed9b0,0a519c5c,ad4b77ff,d16679b9,25c83c98,7e0ccccf,41c90306,1f89b562,a73ee510,700e5b5d,c21c44c8,a2f4e8b5,5b3fc509,07d13a8f,b812f9f2,89052618,d4bb7bd8,2efa89c6,,,d4703ebd,,423fab69,aee52b6f,,
10000737,0,0.0,179,14.0,0.0,5221.0,347.0,2.0,9.0,129.0,0.0,1.0,,9.0,5a9ed9b0,421b43cd,4c87e064,29998ed1,43b19349,fe6b92e5,50b860ee,0b153874,a73ee510,3b08e48b,adc21200,6aaba33c,24f97fa1,b28479f6,2d0bb053,b041b04a,07c540c4,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
10001223,0,,50,60.0,1.0,1015215.0,,0.0,1.0,9.0,,0.0,,1.0,68fd1e64,09e68b86,5b673708,a6cb5175,4cf72387,3bf701e7,fba4eff1,1f89b562,7cc72ec2,3b08e48b,e8d690e8,9b32a1cc,02e4b2e5,07d13a8f,36721ddc,7720af30,e5ba7672,5aed7436,55dd3565,a458ea53,353062d8,,32c7478e,0c3013ca,f0f449dd,d885a38e
10000265,1,20.0,0,1.0,0.0,51.0,1.0,20.0,1.0,1.0,1.0,1.0,3.0,1.0,8cf07265,5dac953d,d032c263,c18be181,25c83c98,fbad5c96,659ee50d,1f89b562,a73ee510,7a2cdcab,7622c80f,dfbb09fb,5b56b1f0,07d13a8f,610165b2,84898b2a,27c07bd6,28ebd359,,,0014c32a,ad3062eb,3a171ecb,3b183c5c,,
10001017,0,,497,5.0,2.0,16387.0,147.0,4.0,5.0,73.0,,1.0,0.0,2.0,05db9164,e77e5e6e,b0cc8398,13508380,25c83c98,13718bbd,05263601,5b392875,a73ee510,61a3f9a3,61cdb241,75b128d8,68d3b631,07d13a8f,ee9ed69d,f939369e,e5ba7672,dd489dad,55dd3565,a458ea53,d57df770,,423fab69,45ab94c8,445bbe3b,c84c4aec
10001264,1,3.0,-1,62.0,9.0,2.0,3.0,16.0,12.0,28.0,1.0,2.0,,3.0,05db9164,80e26c9b,e346a5fd,85dd697c,25c83c98,7e0ccccf,632a71f5,1f89b562,a73ee510,ddf5d47c,e81438fc,539c5644,f745e01e,1adce6ef,0f942372,aafa191e,e5ba7672,005c6740,21ddcdc9,5840adea,7e5b7cc4,,bcdee96c,1793a828,e8b83407,b9809574
10001403,0,,0,1.0,,278652.0,,0.0,32.0,33.0,,0.0,,,05db9164,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,ac4db851,0b153874,a73ee510,16003d82,620cae42,e0d76380,ef6a4d03,1adce6ef,123b2f29,1203a270,8efede7f,2efa89c6,,,73d06dde,,93bad2c0,aee52b6f,,
10001679,1,23.0,3,11.0,3.0,34.0,3.0,23.0,3.0,3.0,3.0,3.0,0.0,3.0,68fd1e64,1cfdf714,2fbf14b3,172ebff7,25c83c98,7e0ccccf,f913fba5,0b153874,a73ee510,3b08e48b,c05dff4b,fb420abf,a22449ca,1adce6ef,f3002fbd,168f136e,e5ba7672,e88ffc9d,1a7bd53d,a458ea53,a1bb6ce3,,dbb486d7,34498b00,cb079c2d,814a67f1
10001124,0,,2,,15.0,31952.0,519.0,1.0,15.0,32.0,,0.0,,15.0,41edac3d,0a519c5c,b00d1501,d16679b9,25c83c98,fe6b92e5,8324f342,0b153874,a73ee510,340005d7,10465598,e0d76380,f8362c26,b28479f6,b760dcb7,1203a270,07c540c4,2efa89c6,,,73d06dde,,32c7478e,aee52b6f,,
10000861,0,,1,3.0,3.0,43231.0,,0.0,7.0,14.0,,0.0,0.0,4.0,05db9164,38a947a1,ca11895c,e27d0414,25c83c98,fe6b92e5,75789367,0b153874,7cc72ec2,f0d24c40,f66047e5,11f44afd,13c89cc4,b28479f6,be4cdb56,f83a681d,3486227d,b49c9b63,,,c3f2592f,,3a171ecb,4921c033,,
10001787,0,,1,6.0,7.0,0.0,,0.0,6.0,7.0,,0.0,,0.0,cd3695ae,38d50e09,f83d383d,9db2ef85,0942e0a7,fbad5c96,9b98e9fc,1f89b562,a73ee510,74ff6ea4,7f8ffe57,64d55477,46f42a63,07d13a8f,e24ff4c6,bd1b095e,1e88c74f,f855e3f0,21ddcdc9,5840adea,f86d86c9,,32c7478e,b2f178a3,001f3601,56be3401
10000775,0,,10,7.0,10.0,29815.0,,0.0,13.0,70.0,,0.0,,10.0,68fd1e64,d833535f,d032c263,c18be181,25c83c98,13718bbd,1760a525,5b392875,a73ee510,3c4b6f10,2d6f299a,dfbb09fb,f0e0f335,b28479f6,e2502ec9,84898b2a,1e88c74f,42a2edb9,,,0014c32a,,be7c41b4,3b183c5c,,
10001865,0,5.0,-1,,,525.0,22.0,6.0,1.0,1.0,1.0,2.0,,,05db9164,c76014f5,2a1a2674,031bba14,25c83c98,13718bbd,9b98e9fc,062b5529,a73ee510,d2182a9f,7f8ffe57,fcb8ccb6,46f42a63,b28479f6,a46c3543,631f0045,1e88c74f,93b0d1d7,,,1fe472e2,,32c7478e,89bd83a1,,
10000923,0,,3,2.0,2.0,25.0,,0.0,2.0,2.0,,0.0,,2.0,05db9164,0a519c5c,77f2f2e5,d16679b9,43b19349,7e0ccccf,95402f9a,0b153874,a73ee510,fa7d0797,b5a9f90e,9f32b866,949ea585,b28479f6,b760dcb7,31ca40b6,e5ba7672,2efa89c6,,,dfcfc3fa,,32c7478e,aee52b6f,,
10000548,0,0.0,71,1.0,7.0,2905.0,45.0,3.0,7.0,28.0,0.0,1.0,,7.0,05db9164,78ccd99e,5ae3dbc4,fb250d63,25c83c98,,39a57971,0b153874,a73ee510,3b08e48b,9099c04e,01cd3525,de7b14a2,051219e6,9917ad07,43f5574b,e5ba7672,e7e991cb,40881e27,a458ea53,57f05360,,32c7478e,6c49edc4,ea9a246c,8187f278
10001840,0,,35,67.0,17.0,275.0,,0.0,22.0,22.0,,0.0,,22.0,68fd1e64,59ab477c,396df967,328b42c3,4cf72387,13718bbd,9bbfbb90,25239412,a73ee510,fbbf2c95,15cd287d,8481d649,86c79eb0,b28479f6,a1d90ff1,b2f2a0c7,1e88c74f,74fc71da,21ddcdc9,5840adea,f0bb1194,,32c7478e,a5ce2d0d,e8b83407,984e0db0
10000132,0,,2537,1.0,,6033.0,10.0,21.0,0.0,10.0,,2.0,1.0,,05db9164,942f9a8d,9f950fff,40728eaf,25c83c98,7e0ccccf,49b74ebc,0b153874,a73ee510,0e9ead52,c4adf918,6d39bfb7,85dbe138,b28479f6,ac182643,ca7718ac,1e88c74f,1f868fdd,55dd3565,a458ea53,969e4f55,,32c7478e,4008e1ec,001f3601,273183e4
10001702,0,,0,14.0,3.0,135374.0,,0.0,5.0,5.0,,0.0,,4.0,68fd1e64,4f25e98b,2d628870,0c68a9fd,b0530c50,,e14874c9,5b392875,7cc72ec2,3823da6e,636405ac,d5902b88,31b42deb,f7c1b33f,286d9690,c7313a80,e5ba7672,7ef5affa,65e326cb,a458ea53,05427ba1,,32c7478e,c1b5bfd4,001f3601,9b4824d3
10000494,0,,1,14.0,31.0,11761.0,196.0,75.0,46.0,273.0,,6.0,0.0,31.0,05db9164,f3f84ffb,d032c263,c18be181,cadb6f23,fbad5c96,e7351254,0b153874,a73ee510,99afd380,9a660f03,dfbb09fb,3dffcbec,07d13a8f,dddb8950,84898b2a,8efede7f,0e128609,,,0014c32a,,423fab69,3b183c5c,,
10000580,0,,1,2.0,,6380.0,,0.0,4.0,15.0,,0.0,,,05db9164,287130e0,3ac8257f,d0ac5f29,25c83c98,6f6d9be8,f403f840,062b5529,a73ee510,3275d09a,1c850e0f,8cd19ce4,82eca395,f7c1b33f,42793602,bebbdb92,1e88c74f,891589e7,49463d54,b1252a9d,b7f5fd93,,32c7478e,b1052b7c,e8b83407,ac3f0c32
10001680,0,0.0,19,9.0,1.0,2371.0,150.0,2.0,35.0,100.0,0.0,1.0,,100.0,ae82ea21,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,d20b4953,0b153874,a73ee510,fa7d0797,46febd4d,e0d76380,949ea585,b28479f6,7f6af6b0,1203a270,27c07bd6,eea3ab97,,,73d06dde,,32c7478e,aee52b6f,,
10001415,0,0.0,1,20.0,8.0,11939.0,500.0,8.0,18.0,1119.0,0.0,3.0,0.0,113.0,05db9164,942f9a8d,76ecbe34,117886ba,25c83c98,7e0ccccf,3f4ec687,0b153874,a73ee510,0e9ead52,c4adf918,fc6b8f54,85dbe138,07d13a8f,a8e962af,9f750183,27c07bd6,1f868fdd,f44bef3c,b1252a9d,905570e4,,32c7478e,b8e6cc90,001f3601,350c2118
10000431,0,,1,2.0,8.0,20671.0,153.0,34.0,18.0,105.0,,2.0,,8.0,c512b859,bdaedcf5,8af97d79,a1e6a194,25c83c98,fbad5c96,ab1ad103,0b153874,a73ee510,fa5f7df0,859b343f,f2d5da00,20819d96,b28479f6,8af1dd15,23056e4f,e5ba7672,7d461236,,,a10e2bab,,32c7478e,ded4aac9,,
10001503,0,1.0,5,46.0,0.0,167.0,38.0,1.0,3.0,8.0,1.0,1.0,,4.0,68fd1e64,0468d672,39ecd705,43c8dd6c,25c83c98,7e0ccccf,1dcabd2a,5b392875,a73ee510,1d56e466,9cf09d42,2055fa1e,f66b043c,b28479f6,234191d3,ecfdc8a2,d4bb7bd8,9880032b,21ddcdc9,5840adea,b6d56156,,32c7478e,f4b7f89f,ea9a246c,984e0db0
10001317,1,2.0,13,2.0,2.0,1419.0,8.0,3.0,3.0,3.0,0.0,1.0,,3.0,05db9164,4f7e8e40,8198fb88,993da2c2,25c83c98,fbad5c96,4aa938fc,0b153874,a73ee510,451bd4e4,7e40f08a,00e52e52,1aa94af3,64c94865,74d258b9,c78e1ccd,07c540c4,5ccbf8bc,,,66249bfb,,32c7478e,716bdf99,,
10001341,0,0.0,9,38.0,19.0,1293.0,49.0,3.0,38.0,47.0,0.0,1.0,,19.0,be589b51,0b8e9caf,f2f67824,2849adaa,25c83c98,fe6b92e5,d5f62b87,5b392875,a73ee510,a32a6c9e,434d6c13,d84b2525,7301027a,07d13a8f,1a015fe7,808e1d30,27c07bd6,ca6a63cf,,,5c50acc2,,55dd3565,08b0ce98,,
10001266,1,,-1,,,3309.0,0.0,1.0,0.0,0.0,,1.0,,,be589b51,ef69887a,56d21fde,3cab5e13,25c83c98,,f583d0a8,361384ce,a73ee510,418b1fb1,6624dcd4,022b8e9b,1e06fca2,b28479f6,902a109f,4a182ba4,d4bb7bd8,4bcc9449,2f4b9dd2,b1252a9d,1db6d422,,32c7478e,34320e8a,47907db5,f3b76e22
10001735,0,,7,10.0,2.0,5973.0,364.0,2.0,11.0,100.0,,1.0,,2.0,05db9164,bc478804,9f9f76e7,13508380,25c83c98,7e0ccccf,40635b15,062b5529,a73ee510,fbbf2c95,4955b0c0,b3bdd0e8,9be66b48,07d13a8f,0af7c64c,bacca1b8,07c540c4,65a2ac26,55dd3565,b1252a9d,0b24d178,,3a171ecb,45ab94c8,001f3601,c84c4aec
10001404,0,3.0,905,,5.0,27.0,5.0,3.0,2.0,6.0,1.0,1.0,,2.0,05db9164,d833535f,d032c263,c18be181,25c83c98,13718bbd,10b653ed,0b153874,a73ee510,451bd4e4,ea86da03,dfbb09fb,c6ce90af,b28479f6,e2502ec9,84898b2a,07c540c4,42a2edb9,,,0014c32a,,32c7478e,3b183c5c,,
10000040,0,,38,2.0,4.0,3119.0,149.0,64.0,48.0,139.0,,6.0,6.0,4.0,05db9164,26a88120,d032c263,c18be181,4cf72387,fbad5c96,3f4ec687,1f89b562,a73ee510,726f00fd,c4adf918,dfbb09fb,85dbe138,07d13a8f,040ec437,84898b2a,8efede7f,57598e25,,,0014c32a,,32c7478e,3b183c5c,,
10001369,0,,2,8.0,10.0,3625.0,135.0,40.0,11.0,280.0,,5.0,0.0,10.0,05db9164,09e68b86,233378be,cb2156cb,25c83c98,fe6b92e5,028623ac,0b153874,a73ee510,29453ef9,ee6845d2,44776637,f90394cd,b28479f6,52baadf5,54dd60b2,e5ba7672,5aed7436,21ddcdc9,a458ea53,b39b1608,c9d4222a,32c7478e,3fdb382b,e8b83407,eb9a9610
10000075,1,,0,11.0,3.0,16184.0,125.0,2.0,3.0,103.0,,2.0,0.0,3.0,05db9164,f0cf0024,6f67f7e5,41274cd7,25c83c98,,94a113a4,0b153874,a73ee510,4ddb41b1,f47e21eb,623049e6,4f3f2bb1,b28479f6,e6c5b5cd,c92f3b61,07c540c4,b04e4670,21ddcdc9,5840adea,60f6221e,,32c7478e,43f13e8b,ea9a246c,731c3655
10001489,0,0.0,1,,0.0,16368.0,1817.0,1.0,2.0,105.0,0.0,1.0,,2.0,8cf07265,8db5bc37,c33a63a4,54f172ad,25c83c98,7e0ccccf,4adf7f9f,5b392875,a73ee510,3b08e48b,bf4ecea4,3135ce0b,016d2afc,64c94865,00e52733,b3f02860,d4bb7bd8,821c30b8,,,f4448b34,,3a171ecb,0a60f0b3,,
10000724,1,,0,7.0,4.0,1571.0,5.0,4.0,5.0,29.0,,2.0,,5.0,05db9164,78ccd99e,339af0cf,bcf28591,25c83c98,7e0ccccf,81bb0302,0b153874,a73ee510,2ec6a85f,b7094596,7769555d,1f9d2c38,b28479f6,1ca2ec64,e73be0e3,e5ba7672,e7e991cb,790d09cc,b1252a9d,294b378d,,32c7478e,735a8fe9,33d94071,8af183b4
10001174,0,2.0,5,66.0,2.0,1303.0,102.0,21.0,46.0,169.0,0.0,4.0,,27.0,05db9164,38a947a1,8512d54d,7031bb66,43b19349,7e0ccccf,c6ad90de,1f89b562,a73ee510,3013a9ec,371dae82,e2163351,18fc2b1e,b28479f6,bcf15323,beef16d6,e5ba7672,2a5c1ed3,,,4645d72c,,32c7478e,b258af68,,
10001213,0,0.0,6,1.0,1.0,10393.0,,0.0,22.0,2.0,0.0,0.0,,1.0,be589b51,08d6d899,333440d5,fc86bde0,25c83c98,7e0ccccf,60be2adb,0b153874,a73ee510,52ce2d20,25076b65,1b0c8aa3,b0ff1de2,b28479f6,bffbd637,4a838997,d4bb7bd8,bbf70d82,,,16e2e3b3,,c7dc6720,d859b4dd,,
10000247,1,,54,4.0,10.0,2214.0,25.0,23.0,13.0,98.0,,4.0,0.0,10.0,68fd1e64,38a947a1,,,25c83c98,7e0ccccf,665f37b8,0b153874,a73ee510,3b08e48b,23feec22,,9de8c1aa,07d13a8f,dabed845,,e5ba7672,7e2d7802,,,,c9d4222a,32c7478e,,,
10001879,0,0.0,7,10.0,9.0,1605.0,20.0,2.0,20.0,20.0,0.0,1.0,,9.0,05db9164,e5fb1af3,c021e446,0594a503,f281d2a7,7e0ccccf,f1ff45d6,0b153874,a73ee510,9a1250bd,acc758fc,23949c8a,9bbdb8bd,f862f261,2a079683,4a9b1506,07c540c4,13145934,21ddcdc9,a458ea53,24838d48,,3a171ecb,e457a564,60c2b362,dc1553c4
10001180,0,0.0,52,,1.0,2895.0,28.0,28.0,4.0,23.0,0.0,1.0,0.0,1.0,05db9164,d57c0709,02cf9876,c18be181,25c83c98,7e0ccccf,fb5b865f,1f89b562,a73ee510,3b08e48b,d24aec2b,8fe001f4,f6224065,b28479f6,f7b14c36,36103458,e5ba7672,3ae505af,,,e587c466,,bcdee96c,3b183c5c,,
10001519,0,4.0,-1,7.0,4.0,576.0,47.0,40.0,33.0,279.0,1.0,5.0,0.0,4.0,05db9164,9fae339f,01e24584,253ed676,25c83c98,fbad5c96,f10cdbc0,0b153874,a73ee510,5ba575e7,fa6526a0,18a586ec,1d36488f,b28479f6,0e79f9fd,c4f8ab3f,3486227d,311e1ffe,21ddcdc9,b1252a9d,8b230075,c9d4222a,32c7478e,7f9f4d53,724b04da,b178d8f7
10000984,0,,-1,,,39728.0,,,20.0,,,,,,05db9164,421b43cd,5282ba70,29998ed1,25c83c98,fbad5c96,54a5ff49,5b392875,a73ee510,7492d8ee,e92f89be,6aaba33c,39e37558,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,ad3062eb,32c7478e,b34f3128,,
10000186,1,82.0,-1,,,1022.0,0.0,137.0,4.0,21.0,1.0,3.0,,,8cf07265,efb7db0e,db44bc96,5b392af8,25c83c98,7e0ccccf,b72ec13d,37e4aa92,a73ee510,47bab3cc,3547565f,a7ee0769,12880350,b28479f6,5ab7247d,15469308,e5ba7672,a863ac26,,,31c11f6b,,bcdee96c,abe3a684,,
10000961,0,2.0,0,63.0,7.0,133.0,31.0,19.0,48.0,357.0,1.0,10.0,,31.0,05db9164,287130e0,56fd22ba,d2ad7855,25c83c98,7e0ccccf,ce1b0bb1,0b153874,a73ee510,f665b5a4,209ac897,1e077219,8159a24c,1adce6ef,310d155b,5a718f23,e5ba7672,891589e7,01c1c86b,b1252a9d,d6d6290a,,32c7478e,76878b10,ea9a246c,32779ce9
10000668,0,4.0,0,139.0,14.0,23.0,21.0,4.0,12.0,14.0,1.0,1.0,,14.0,be589b51,80e26c9b,ba1947d0,85dd697c,25c83c98,,d1f88533,0b153874,a73ee510,3492ef3b,070f2ece,34a238e0,b558cfc7,1adce6ef,0f942372,da441c7e,07c540c4,005c6740,21ddcdc9,5840adea,8717ea07,,32c7478e,1793a828,e8b83407,9904c656
10000312,0,0.0,11,1.0,1.0,7456.0,345.0,9.0,14.0,362.0,0.0,3.0,0.0,3.0,68fd1e64,4c2bc594,d032c263,c18be181,25c83c98,fbad5c96,08e57a96,5b392875,a73ee510,fbbf2c95,ae19a197,dfbb09fb,7f0d7407,8ceecbc8,7ac43a46,84898b2a,27c07bd6,bc48b783,,,0014c32a,,3a171ecb,3b183c5c,,
10000008,0,,44,4.0,8.0,19010.0,249.0,28.0,31.0,141.0,,1.0,,8.0,05db9164,d833535f,d032c263,c18be181,25c83c98,7e0ccccf,d5b6acf2,0b153874,a73ee510,2acdcf4e,086ac2d2,dfbb09fb,41a6ae00,b28479f6,e2502ec9,84898b2a,e5ba7672,42a2edb9,,,0014c32a,,32c7478e,3b183c5c,,
10001922,0,0.0,1629,7.0,5.0,7185.0,137.0,2.0,15.0,184.0,0.0,1.0,,11.0,05db9164,38a947a1,4470baf4,8c8a4c47,25c83c98,7e0ccccf,a870a74a,0b153874,a73ee510,e058d4a3,17586bd8,bb669e25,4c9ff09f,b28479f6,65afeec4,2b2ce127,07c540c4,b133fcd4,,,2b796e4a,,423fab69,8d365d3b,,
10001795,0,0.0,2,34.0,11.0,5968.0,111.0,10.0,15.0,209.0,0.0,1.0,,11.0,05db9164,d7988e72,5235148d,89ebd875,43b19349,6f6d9be8,d7ea84dc,0b153874,a73ee510,e5cadd10,6939835e,8830a5cd,dc1d72e4,b28479f6,c8389df7,cfcf15f8,e5ba7672,0f2f9850,d7f00e59,b1252a9d,d932d52b,,32c7478e,82f556e1,445bbe3b,87da501e
10000971,0,,0,7.0,3.0,6105.0,,0.0,8.0,37.0,,0.0,,3.0,05db9164,0468d672,e1f7b008,a8f78abd,25c83c98,fbad5c96,19be9f03,0b153874,a73ee510,f665b5a4,209ac897,5729d8d2,8159a24c,07d13a8f,b775a16c,a6e8151e,d4bb7bd8,72002960,21ddcdc9,5840adea,cf248a62,,32c7478e,4ce7a94c,ea9a246c,fcd456fa
10001303,1,0.0,0,,,21889.0,,,0.0,,0.0,,,,68fd1e64,8db5bc37,2ee4f385,c83f7247,25c83c98,7e0ccccf,b5e1898d,0b153874,a73ee510,3b08e48b,165c12cf,a763084b,cb2e33ed,64c94865,00e52733,7605dea5,e5ba7672,821c30b8,,,7b082c3f,,be7c41b4,6feea34b,,
10001886,0,0.0,0,413.0,9.0,7604.0,695.0,1.0,24.0,333.0,0.0,1.0,,26.0,5a9ed9b0,09e68b86,a906e20a,42d9d78d,f281d2a7,7e0ccccf,f71d9775,5b392875,a73ee510,0d25eeac,c9ddcfd0,1b5c8b14,347e4e86,1adce6ef,dbc5e126,601b4e42,d4bb7bd8,5aed7436,21ddcdc9,b1252a9d,261d3c15,,3a171ecb,3fdb382b,e8b83407,49d68486
10001475,0,,1,4.0,,2980.0,1.0,1.0,0.0,0.0,,1.0,,,05db9164,38d50e09,2a329a21,c5daf919,25c83c98,fe6b92e5,78c0b2ff,0b153874,a73ee510,3b08e48b,eb4a9b83,230267f3,c0bc5873,b28479f6,4be6e448,59e681a4,d4bb7bd8,19fec6cc,21ddcdc9,a458ea53,f89f9b62,,32c7478e,03aefe56,001f3601,c27f155b
10001268,1,3.0,-1,414.0,6.0,23.0,4.0,3.0,7.0,6.0,1.0,1.0,,4.0,be589b51,80e26c9b,3ecbe612,f922efad,b2241560,fe6b92e5,0026c72e,1f89b562,a73ee510,d4362314,7760d878,dc906891,8c2b39b2,1adce6ef,0f942372,87acb535,07c540c4,005c6740,21ddcdc9,5840adea,a4b7004c,ad3062eb,3a171ecb,b34f3128,e8b83407,9904c656
10000757,0,1.0,3,2.0,2.0,59.0,2.0,8.0,12.0,352.0,1.0,5.0,0.0,2.0,be589b51,80e26c9b,4aac8f66,f2e08e7d,25c83c98,7e0ccccf,61a3f3fb,64523cfa,a73ee510,3ab5bfd1,1867a48c,3a606a15,9291ca36,07d13a8f,f3635baf,f6e0a711,e5ba7672,f54016b9,21ddcdc9,a458ea53,6c877358,c9d4222a,3a171ecb,1793a828,e8b83407,51751315
10001311,0,1.0,3,2.0,3.0,1.0,6.0,1.0,3.0,3.0,1.0,1.0,,3.0,05db9164,38a947a1,ea6b1af6,cb4efbc9,25c83c98,7e0ccccf,da33ebe6,0b153874,a73ee510,a94bcc2b,383e77c6,5f1d379c,cce745f5,1adce6ef,030bc325,d290e290,d4bb7bd8,6305316f,,,28fa11f6,,dbb486d7,8a17bfab,,
10001516,0,0.0,7,40.0,11.0,16169.0,212.0,20.0,13.0,64.0,0.0,4.0,0.0,11.0,05db9164,e3db0bac,c711073e,910d0c78,25c83c98,7e0ccccf,1ed993f4,0b153874,a73ee510,3b08e48b,040ce78a,a8fbe2f4,4956d4e5,07d13a8f,618b0ee5,2795dbe6,3486227d,a7ccaded,21ddcdc9,5840adea,b4e06297,c9d4222a,423fab69,4043f8a2,2bf691b1,b29c74dc
